,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
12782,EPX,Travel Agency,Online,Cancellation Plan,2,PHILIPPINES,22.0,0.0,36,0
12784,EPX,Travel Agency,Online,2 way Comprehensive Plan,103,AUSTRALIA,83.0,0.0,36,0
12785,EPX,Travel Agency,Online,Cancellation Plan,132,"KOREA, REPUBLIC OF",33.0,0.0,36,0
12786,EPX,Travel Agency,Online,Cancellation Plan,20,PHILIPPINES,10.0,0.0,36,0
12787,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,CHINA,47.0,0.0,36,0
12788,EPX,Travel Agency,Online,Cancellation Plan,36,JAPAN,44.0,0.0,36,0
12789,C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,40.0,10.0,38,0
12790,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,HONG KONG,26.0,0.0,36,0
12791,EPX,Travel Agency,Online,2 way Comprehensive Plan,268,INDONESIA,20.0,0.0,36,0
12792,EPX,Travel Agency,Online,2 way Comprehensive Plan,52,CHINA,65.0,0.0,36,0
12793,TST,Travel Agency,Offline,Travel Cruise Protect,31,MALAYSIA,30.0,10.5,69,0
12794,JZI,Airlines,Online,Basic Plan,15,CHINA,26.0,9.1,65,0
12795,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,27.0,6.75,56,0
12796,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,MALAYSIA,29.7,17.82,38,0
12797,EPX,Travel Agency,Online,1 way Comprehensive Plan,81,SINGAPORE,20.0,0.0,36,0
12798,JZI,Airlines,Online,Basic Plan,3,MALAYSIA,18.0,6.3,20,0
12799,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,HONG KONG,21.0,0.0,36,0
12800,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,MALAYSIA,19.8,11.88,37,0
12801,EPX,Travel Agency,Online,Cancellation Plan,124,JAPAN,44.0,0.0,36,0
12802,EPX,Travel Agency,Online,2 way Comprehensive Plan,162,THAILAND,112.0,0.0,46,0
12803,KML,Travel Agency,Online,Value Plan,20,INDONESIA,22.0,8.36,48,0
12805,EPX,Travel Agency,Online,Cancellation Plan,8,HONG KONG,10.0,0.0,42,0
12806,JZI,Airlines,Online,Basic Plan,34,THAILAND,22.0,7.7,49,0
12807,JZI,Airlines,Online,Basic Plan,7,THAILAND,18.0,6.3,60,0
12808,EPX,Travel Agency,Online,Cancellation Plan,13,THAILAND,29.0,0.0,40,0
12809,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,AUSTRALIA,0.0,59.4,34,0
12810,EPX,Travel Agency,Online,2 way Comprehensive Plan,40,INDIA,36.0,0.0,36,0
12811,C2B,Airlines,Online,Bronze Plan,54,SINGAPORE,60.0,15.0,28,0
12812,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,IRELAND,79.2,47.52,41,0
12813,EPX,Travel Agency,Online,Cancellation Plan,123,THAILAND,10.0,0.0,36,0
12814,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,41,GERMANY,108.9,65.34,36,0
12815,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,41,0
12816,EPX,Travel Agency,Online,2 way Comprehensive Plan,78,CANADA,109.0,0.0,27,0
12817,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,AUSTRIA,9.9,5.94,33,0
12818,EPX,Travel Agency,Online,Cancellation Plan,145,AUSTRALIA,56.0,0.0,36,0
12819,JZI,Airlines,Online,Basic Plan,1,MALAYSIA,18.0,6.3,34,0
12820,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,UNITED KINGDOM,101.0,0.0,36,0
12821,C2B,Airlines,Online,Silver Plan,7,SINGAPORE,29.5,7.38,38,0
12822,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,HONG KONG,47.0,0.0,36,0
12824,EPX,Travel Agency,Online,Cancellation Plan,24,SINGAPORE,10.0,0.0,21,0
12825,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,27.0,6.75,32,0
12826,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,33.5,8.38,29,0
12827,JZI,Airlines,Online,Basic Plan,39,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,36,0
12831,C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,23.0,5.75,34,0
12832,SSI,Airlines,Online,Ticket Protector,65,SINGAPORE,4.76,1.33,48,1
12834,C2B,Airlines,Online,Silver Plan,17,SINGAPORE,47.5,11.88,34,0
12835,EPX,Travel Agency,Online,1 way Comprehensive Plan,47,SINGAPORE,20.0,0.0,35,0
12836,EPX,Travel Agency,Online,Cancellation Plan,38,HONG KONG,80.0,0.0,36,0
12837,JZI,Airlines,Online,Basic Plan,22,HONG KONG,40.0,14.0,50,0
12839,SSI,Airlines,Online,Ticket Protector,94,SINGAPORE,0.84,0.24,48,0
12842,EPX,Travel Agency,Online,Cancellation Plan,24,HONG KONG,16.0,0.0,36,0
12843,EPX,Travel Agency,Online,Cancellation Plan,114,SINGAPORE,31.0,0.0,36,0
12844,C2B,Airlines,Online,Bronze Plan,128,SINGAPORE,30.55,7.64,49,0
12845,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,23.5,5.88,73,0
12846,EPX,Travel Agency,Online,1 way Comprehensive Plan,38,INDONESIA,20.0,0.0,36,0
12847,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,SINGAPORE,23.0,0.0,36,0
12849,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,CHINA,61.0,0.0,36,0
12850,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,ITALY,39.6,23.76,34,0
12851,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,MYANMAR,40.0,0.0,30,0
12852,SSI,Airlines,Online,Ticket Protector,20,SINGAPORE,21.35,5.98,48,0
12853,JZI,Airlines,Online,Basic Plan,133,THAILAND,22.0,7.7,30,0
12854,C2B,Airlines,Online,Silver Plan,53,SINGAPORE,148.0,37.0,30,0
12855,EPX,Travel Agency,Online,1 way Comprehensive Plan,6,UNITED ARAB EMIRATES,20.0,0.0,36,0
12856,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,UNITED STATES,26.0,0.0,26,0
12857,EPX,Travel Agency,Online,2 way Comprehensive Plan,37,CHINA,27.0,0.0,36,0
12858,EPX,Travel Agency,Online,Cancellation Plan,94,NETHERLANDS,26.0,0.0,36,0
12859,EPX,Travel Agency,Online,2 way Comprehensive Plan,33,MALAYSIA,20.0,0.0,36,0
12860,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,JAPAN,89.0,0.0,36,0
12861,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,CHINA,69.0,0.0,36,0
12862,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,AUSTRALIA,20.0,0.0,66,0
12863,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,SPAIN,19.8,11.88,25,0
12864,EPX,Travel Agency,Online,Cancellation Plan,15,INDIA,27.0,0.0,36,0
12865,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,FINLAND,0.0,17.82,58,0
12866,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,"KOREA, REPUBLIC OF",26.0,0.0,24,0
12867,C2B,Airlines,Online,Silver Plan,28,SINGAPORE,50.4,12.6,42,0
12868,JZI,Airlines,Online,Basic Plan,5,CAMBODIA,18.0,6.3,34,0
12869,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,THAILAND,20.0,0.0,56,0
12870,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,41,THAILAND,39.6,23.76,33,0
12871,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,CHINA,33.0,0.0,36,0
12872,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,AUSTRALIA,39.6,23.76,45,0
12873,C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,39.0,9.75,32,0
12875,EPX,Travel Agency,Online,2 way Comprehensive Plan,65,AUSTRALIA,39.0,0.0,36,0
12877,EPX,Travel Agency,Online,Cancellation Plan,10,INDIA,10.0,0.0,57,0
12878,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,20.0,0.0,28,0
12879,EPX,Travel Agency,Online,Cancellation Plan,28,SINGAPORE,10.0,0.0,64,0
12880,C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,20.0,5.0,33,0
12882,EPX,Travel Agency,Online,Cancellation Plan,2,THAILAND,11.0,0.0,32,0
12883,JZI,Airlines,Online,Value Plan,81,"KOREA, REPUBLIC OF",45.0,15.75,23,0
12884,JZI,Airlines,Online,Basic Plan,6,MYANMAR,18.0,6.3,25,0
12885,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,UNITED KINGDOM,29.7,17.82,28,0
12886,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,INDONESIA,20.0,0.0,57,0
12887,JZI,Airlines,Online,Value Plan,18,CHINA,58.0,20.3,30,0
12888,CBH,Travel Agency,Offline,Comprehensive Plan,253,MALAYSIA,29.0,9.57,29,0
12889,JZI,Airlines,Online,Basic Plan,25,CHINA,22.0,7.7,32,0
12890,EPX,Travel Agency,Online,Cancellation Plan,33,FRANCE,20.0,0.0,36,0
12891,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,MALAYSIA,41.0,0.0,34,0
12892,KML,Travel Agency,Online,Value Plan,162,NETHERLANDS,109.0,41.42,48,0
12893,EPX,Travel Agency,Online,Cancellation Plan,37,HONG KONG,20.0,0.0,36,0
12894,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,Other,112.0,0.0,36,0
12895,RAB,Airlines,Online,Value Plan,44,BRUNEI DARUSSALAM,31.0,12.4,72,0
12896,EPX,Travel Agency,Online,2 way Comprehensive Plan,32,UNITED STATES,112.0,0.0,46,0
12897,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,SOUTH AFRICA,49.5,29.7,60,0
12898,TTW,Travel Agency,Offline,Spouse or Parents Comprehensive Plan,366,SINGAPORE,86.0,0.0,38,1
12899,C2B,Airlines,Online,Annual Gold Plan,395,SINGAPORE,333.0,83.25,35,0
12900,EPX,Travel Agency,Online,Cancellation Plan,1,CHINA,24.0,0.0,35,0
12901,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,32,JAPAN,39.6,23.76,61,0
12902,EPX,Travel Agency,Online,Cancellation Plan,42,HONG KONG,12.0,0.0,21,0
12903,EPX,Travel Agency,Online,Cancellation Plan,96,AUSTRALIA,24.0,0.0,22,0
12904,C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,27.0,6.75,32,0
12906,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,INDIA,44.0,0.0,36,0
12907,EPX,Travel Agency,Online,Cancellation Plan,45,THAILAND,30.0,0.0,36,0
12908,EPX,Travel Agency,Online,Cancellation Plan,36,HONG KONG,25.0,0.0,49,0
12909,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,PHILIPPINES,20.0,0.0,36,0
12910,JZI,Airlines,Offline,Basic Plan,20,CANADA,35.0,12.25,41,0
12911,EPX,Travel Agency,Online,Cancellation Plan,67,CHINA,19.0,0.0,36,0
12912,EPX,Travel Agency,Online,Cancellation Plan,2,NEW ZEALAND,10.0,0.0,36,0
12913,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,46,AUSTRALIA,69.3,41.58,43,0
12915,JZI,Airlines,Online,Basic Plan,37,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,66,0
12917,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,MYANMAR,40.0,0.0,36,0
12918,EPX,Travel Agency,Online,Cancellation Plan,144,MACAO,20.0,0.0,36,0
12919,EPX,Travel Agency,Online,Cancellation Plan,29,CHINA,29.0,0.0,36,0
12920,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,11.5,2.88,30,0
12921,CSR,Travel Agency,Offline,Comprehensive Plan,29,MALAYSIA,29.0,9.57,74,0
12922,LWC,Travel Agency,Online,Annual Travel Protect Gold,365,CHINA,204.6,132.99,44,0
12923,ART,Airlines,Online,Value Plan,36,VIET NAM,29.0,10.15,52,0
12924,EPX,Travel Agency,Online,Cancellation Plan,76,CHINA,21.0,0.0,36,0
12925,JZI,Airlines,Online,Value Plan,103,UNITED STATES,96.0,33.6,35,0
12926,EPX,Travel Agency,Online,Cancellation Plan,24,MALAYSIA,10.0,0.0,56,0
12927,EPX,Travel Agency,Online,1 way Comprehensive Plan,7,SINGAPORE,42.0,0.0,36,0
12928,EPX,Travel Agency,Online,1 way Comprehensive Plan,17,MALAYSIA,35.0,0.0,36,0
12929,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,23.5,5.88,24,0
12930,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,MALAYSIA,19.8,11.88,33,0
12931,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,18.5,4.63,21,0
12933,EPX,Travel Agency,Online,2 way Comprehensive Plan,50,INDONESIA,26.0,0.0,36,0
12934,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,"TAIWAN, PROVINCE OF CHINA",39.6,23.76,33,0
12935,JZI,Airlines,Online,Basic Plan,3,HONG KONG,22.0,7.7,62,0
12936,EPX,Travel Agency,Online,Cancellation Plan,55,INDONESIA,21.0,0.0,36,0
12937,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,42,0
12938,SSI,Airlines,Online,Ticket Protector,48,SINGAPORE,4.6,1.29,48,0
12939,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,MALAYSIA,20.0,0.0,32,0
12940,C2B,Airlines,Online,Silver Plan,62,SINGAPORE,63.5,15.88,30,0
12941,C2B,Airlines,Online,Silver Plan,91,SINGAPORE,56.5,14.13,18,1
12942,EPX,Travel Agency,Online,2 way Comprehensive Plan,175,JAPAN,38.0,0.0,36,0
12943,SSI,Airlines,Online,Ticket Protector,102,SINGAPORE,9.7,2.72,48,0
12944,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,MALAYSIA,20.0,0.0,41,0
12946,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,37,UNITED STATES,79.2,47.52,51,0
12947,EPX,Travel Agency,Online,2 way Comprehensive Plan,75,SINGAPORE,112.0,0.0,36,0
12948,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,CHINA,45.0,0.0,36,0
12949,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,SWITZERLAND,49.5,29.7,51,0
12951,EPX,Travel Agency,Online,1 way Comprehensive Plan,5,MYANMAR,20.0,0.0,36,0
12952,EPX,Travel Agency,Online,Cancellation Plan,3,UNITED STATES,80.0,0.0,32,0
12953,EPX,Travel Agency,Online,2 way Comprehensive Plan,47,SINGAPORE,56.0,0.0,36,0
12954,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,MALAYSIA,25.0,0.0,36,0
12955,EPX,Travel Agency,Online,Cancellation Plan,12,INDIA,10.0,0.0,36,0
12956,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,PHILIPPINES,29.7,17.82,31,0
12957,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,30.55,7.64,74,0
12958,EPX,Travel Agency,Online,Cancellation Plan,7,SINGAPORE,10.0,0.0,48,0
12959,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,16.0,0.0,36,0
12960,LWC,Travel Agency,Online,Annual Travel Protect Silver,366,UNITED STATES,229.8,149.37,44,1
12961,EPX,Travel Agency,Online,Cancellation Plan,26,AUSTRALIA,35.0,0.0,36,0
12962,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,THAILAND,89.0,0.0,43,0
12963,C2B,Airlines,Online,Gold Plan,9,SINGAPORE,51.0,12.75,24,0
12965,EPX,Travel Agency,Online,2 way Comprehensive Plan,96,CAMBODIA,27.0,0.0,36,0
12966,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,"KOREA, REPUBLIC OF",29.7,17.82,42,0
12967,EPX,Travel Agency,Online,Cancellation Plan,22,VIET NAM,0.0,0.0,36,0
12968,TST,Travel Agency,Offline,Travel Cruise Protect,39,MALAYSIA,30.0,10.5,82,0
12969,JZI,Airlines,Online,Basic Plan,58,THAILAND,22.0,7.7,47,0
12970,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,"KOREA, REPUBLIC OF",19.8,11.88,31,0
12971,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,AUSTRALIA,89.1,53.46,36,0
12972,JZI,Airlines,Online,Basic Plan,29,CHINA,22.0,7.7,29,0
12973,EPX,Travel Agency,Online,2 way Comprehensive Plan,94,INDONESIA,20.0,0.0,40,0
12975,C2B,Airlines,Online,Annual Silver Plan,393,SINGAPORE,161.0,40.25,45,0
12976,EPX,Travel Agency,Online,2 way Comprehensive Plan,57,THAILAND,20.0,0.0,36,0
12978,JZI,Airlines,Online,Basic Plan,115,HONG KONG,40.0,14.0,52,0
12979,C2B,Airlines,Online,Bronze Plan,44,SINGAPORE,30.55,7.64,68,0
12980,C2B,Airlines,Online,Annual Silver Plan,387,SINGAPORE,216.0,54.0,41,0
12981,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,CANADA,108.9,65.34,53,0
12982,SSI,Airlines,Online,Ticket Protector,0,SINGAPORE,1.03,0.29,48,0
12983,EPX,Travel Agency,Online,Cancellation Plan,40,NEW ZEALAND,46.0,0.0,36,0
12984,EPX,Travel Agency,Online,Cancellation Plan,2,INDONESIA,10.0,0.0,56,0
12986,EPX,Travel Agency,Online,Cancellation Plan,43,CANADA,47.0,0.0,49,0
12987,KML,Travel Agency,Online,Value Plan,20,NETHERLANDS,109.0,41.42,48,0
12988,EPX,Travel Agency,Online,Cancellation Plan,8,HONG KONG,19.0,0.0,36,0
12989,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,HONG KONG,26.0,0.0,36,0
12990,C2B,Airlines,Online,Gold Plan,19,SINGAPORE,112.7,28.18,36,0
12991,EPX,Travel Agency,Online,2 way Comprehensive Plan,134,AUSTRALIA,44.0,0.0,36,0
12992,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,BANGLADESH,34.0,0.0,50,0
12993,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,THAILAND,33.0,0.0,47,0
12994,EPX,Travel Agency,Online,1 way Comprehensive Plan,61,SINGAPORE,20.0,0.0,46,0
12995,EPX,Travel Agency,Online,Cancellation Plan,5,HONG KONG,29.0,0.0,36,0
12996,JZI,Airlines,Online,Basic Plan,30,CHINA,26.0,9.1,27,0
12997,EPX,Travel Agency,Online,Cancellation Plan,178,ISRAEL,80.0,0.0,36,0
12998,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,34.3,8.57,72,0
12999,EPX,Travel Agency,Online,Cancellation Plan,27,UNITED STATES,21.0,0.0,36,0
13000,EPX,Travel Agency,Online,Cancellation Plan,51,JAPAN,15.0,0.0,36,0
13001,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,NORWAY,39.6,23.76,35,0
13002,EPX,Travel Agency,Online,2 way Comprehensive Plan,55,"KOREA, REPUBLIC OF",43.0,0.0,36,0
13003,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,JAPAN,0.0,29.7,31,0
13004,EPX,Travel Agency,Online,Cancellation Plan,12,PHILIPPINES,80.0,0.0,36,0
13005,JZI,Airlines,Online,Basic Plan,8,PHILIPPINES,22.0,7.7,36,0
13006,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,48,THAILAND,39.6,23.76,34,0
13007,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,CHINA,63.0,0.0,36,0
13008,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,DENMARK,118.8,71.28,41,0
13009,C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,17.55,4.39,56,0
13010,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,CHINA,24.0,0.0,36,0
13011,EPX,Travel Agency,Online,Cancellation Plan,12,PHILIPPINES,26.0,0.0,35,0
13012,C2B,Airlines,Online,Silver Plan,48,SINGAPORE,57.0,14.25,41,0
13013,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,CHINA,25.0,0.0,36,0
13014,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,SINGAPORE,37.0,0.0,35,0
13016,EPX,Travel Agency,Online,Cancellation Plan,6,UNITED ARAB EMIRATES,56.0,0.0,36,0
13017,C2B,Airlines,Online,Silver Plan,2,SINGAPORE,15.0,3.75,31,0
13018,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,CHINA,41.0,0.0,36,0
13019,EPX,Travel Agency,Online,Cancellation Plan,15,THAILAND,12.0,0.0,36,0
13020,EPX,Travel Agency,Online,Cancellation Plan,58,MALAYSIA,11.0,0.0,30,0
13021,EPX,Travel Agency,Online,1 way Comprehensive Plan,70,NEPAL,20.0,0.0,36,0
13022,KML,Travel Agency,Online,Value Plan,22,INDONESIA,33.0,12.54,48,0
13023,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,UNITED KINGDOM,128.7,77.22,43,0
13024,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,MALAYSIA,0.0,17.82,34,0
13025,RAB,Airlines,Online,Value Plan,10,BRUNEI DARUSSALAM,23.0,9.2,38,0
13026,EPX,Travel Agency,Online,Cancellation Plan,1,PHILIPPINES,17.0,0.0,36,0
13027,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,SINGAPORE,29.0,0.0,36,0
13028,EPX,Travel Agency,Online,Cancellation Plan,39,MALAYSIA,11.0,0.0,36,0
13029,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,THAILAND,20.0,0.0,26,0
13030,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,AUSTRALIA,89.1,53.46,28,0
13031,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,UNITED KINGDOM,0.0,35.64,31,0
13032,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,THAILAND,20.0,0.0,36,0
13033,EPX,Travel Agency,Online,2 way Comprehensive Plan,113,PHILIPPINES,20.0,0.0,36,0
13034,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,CHINA,34.0,0.0,52,0
13035,EPX,Travel Agency,Online,Cancellation Plan,9,ICELAND,10.0,0.0,35,0
13036,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,THAILAND,80.0,0.0,36,0
13037,EPX,Travel Agency,Online,2 way Comprehensive Plan,119,UNITED KINGDOM,112.0,0.0,36,0
13038,EPX,Travel Agency,Online,1 way Comprehensive Plan,219,SPAIN,20.0,0.0,36,0
13039,EPX,Travel Agency,Online,Cancellation Plan,39,PHILIPPINES,80.0,0.0,55,0
13040,JZI,Airlines,Online,Basic Plan,43,INDONESIA,42.0,14.7,41,0
13041,EPX,Travel Agency,Online,Cancellation Plan,5,HONG KONG,22.0,0.0,42,0
13042,EPX,Travel Agency,Online,2 way Comprehensive Plan,66,PHILIPPINES,50.0,0.0,36,1
13043,EPX,Travel Agency,Online,1 way Comprehensive Plan,39,SINGAPORE,20.0,0.0,36,0
13045,EPX,Travel Agency,Online,Cancellation Plan,71,PHILIPPINES,13.0,0.0,36,0
13046,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,THAILAND,58.0,0.0,36,0
13047,EPX,Travel Agency,Online,Cancellation Plan,6,MACAO,30.0,0.0,36,0
13048,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,JAPAN,61.0,0.0,36,0
13049,EPX,Travel Agency,Online,Cancellation Plan,66,INDONESIA,10.0,0.0,69,0
13050,JZI,Airlines,Online,Basic Plan,127,CHINA,26.0,9.1,35,0
13051,JZI,Airlines,Online,Basic Plan,37,HONG KONG,22.0,7.7,44,0
13052,EPX,Travel Agency,Online,Cancellation Plan,65,"KOREA, REPUBLIC OF",39.0,0.0,36,0
13053,EPX,Travel Agency,Online,2 way Comprehensive Plan,55,MALAYSIA,20.0,0.0,36,0
13055,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,CHINA,28.0,0.0,36,0
13056,EPX,Travel Agency,Online,Cancellation Plan,35,UNITED STATES,10.0,0.0,20,0
13057,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,5,CHINA,25.0,16.25,42,0
13058,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,THAILAND,29.7,17.82,65,0
13059,SSI,Airlines,Online,Ticket Protector,13,SINGAPORE,4.12,1.16,48,0
13061,EPX,Travel Agency,Online,Cancellation Plan,41,THAILAND,17.0,0.0,36,0
13062,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,CHINA,48.0,0.0,36,0
13063,EPX,Travel Agency,Online,Cancellation Plan,52,NEPAL,27.0,0.0,36,0
13065,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,46,AUSTRALIA,69.3,41.58,25,0
13066,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,66,Other,148.5,89.1,45,0
13067,EPX,Travel Agency,Online,Cancellation Plan,6,Other,0.0,0.0,36,0
13068,JZI,Airlines,Online,Basic Plan,4,CHINA,22.0,7.7,43,0
13069,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,22.5,5.63,11,0
13070,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,THAILAND,29.7,17.82,27,0
13071,EPX,Travel Agency,Online,Cancellation Plan,123,MALAYSIA,26.0,0.0,28,0
13073,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,THAILAND,29.0,0.0,39,0
13074,EPX,Travel Agency,Online,Cancellation Plan,77,PHILIPPINES,12.0,0.0,36,0
13075,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,46,SWITZERLAND,108.9,65.34,61,0
13076,JZI,Airlines,Online,Basic Plan,43,THAILAND,30.0,10.5,32,0
13077,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,37,SPAIN,39.6,23.76,64,0
13078,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,161.0,40.25,37,0
13079,EPX,Travel Agency,Online,Cancellation Plan,2,UNITED STATES,80.0,0.0,26,0
13081,EPX,Travel Agency,Online,1 way Comprehensive Plan,74,SINGAPORE,20.0,0.0,36,0
13082,EPX,Travel Agency,Online,1 way Comprehensive Plan,47,GREECE,20.0,0.0,36,0
13083,C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,33.5,8.38,24,0
13084,C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,40.5,10.13,34,0
13085,EPX,Travel Agency,Online,1 way Comprehensive Plan,94,SINGAPORE,20.0,0.0,36,0
13086,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,34,AUSTRALIA,39.6,23.76,52,0
13087,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,VIET NAM,43.0,0.0,36,0
13088,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,PHILIPPINES,20.0,0.0,36,0
13089,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,MALAYSIA,9.9,5.94,49,0
13090,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,43,AUSTRALIA,79.2,47.52,30,0
13091,EPX,Travel Agency,Online,Cancellation Plan,80,MYANMAR,14.0,0.0,36,0
13093,EPX,Travel Agency,Online,Cancellation Plan,6,THAILAND,11.0,0.0,48,0
13094,EPX,Travel Agency,Online,Cancellation Plan,20,INDONESIA,65.0,0.0,36,0
13095,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,77,MALAYSIA,19.8,11.88,37,0
13096,EPX,Travel Agency,Online,Cancellation Plan,46,UNITED STATES,80.0,0.0,35,0
13098,EPX,Travel Agency,Online,1 way Comprehensive Plan,8,Other,0.0,0.0,36,0
